"title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","characteristics_ch1.2","characteristics_ch1.3","characteristics_ch1.4","characteristics_ch1.5","molecule_ch1","extract_protocol_ch1","extract_protocol_ch1.1","taxid_ch1","description","data_processing","data_processing.1","data_processing.2","data_processing.3","data_processing.4","platform_id","contact_name","contact_email","contact_department","contact_institute","contact_address","contact_city","contact_zip/postal_code","contact_country","data_row_count","instrument_model","library_selection","library_source","library_strategy","relation","relation.1","supplementary_file_1","cell type:ch1","pup id:ch1","Sex:ch1","time after_hypoxia_(or_age-matching,_for_control):ch1","tissue:ch1","treatment:ch1"
"R10_f1HIMφ","GSM7660656","Public on Jul 26 2023","Jul 25 2023","Jul 26 2023","SRA","1","Hippocampus","Mus musculus","tissue: Hippocampus","cell type: Macrophages","pup id: 10","Sex: female","time after_hypoxia_(or_age-matching,_for_control): 1 day","treatment: Hypoxia","total RNA","RNeasy Micro Kit, Qiagen","Smart-seq2, Picelli et al. Nature 2014","10090","Hippocampal infiltrating macrophages age P10, 1 day after hypoxia","Reads were aligned using STAR 2.4.2a with default settings against Mus musculus reference genome (assembly mm10, without unplaced contigs).","Non-uniquely aligned reads were discarded from the alignment.","Reads per kilobase of gene per million mapped reads (RPKM) and read counts were generated using the python script rpkmforgenes (available at https://github.com/danielramskold/S3_species-specific_sequencing/) with settings -readcount -fulltranscript -mRNAnorm -rmnameoverlap -bothendceil and RefSeq gene annotation.","Assembly: mm10","Supplementary files format and content: tab-separated values, RPKM and read count","GPL13112","Daniel,,Ramsköld","daniel.ramskold@ki.se","Dept of Cell and Melecular Biology","Karolinska Institutet","Solnavägen 9","Solna","17165","Sweden","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","SRA: https://www.ncbi.nlm.nih.gov/sra?term=ERX11083136","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMEA114023773","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7660nnn/GSM7660656/suppl/GSM7660656_R10_f1HIMphage.tsv.gz","Macrophages","10","female","1 day","Hippocampus","Hypoxia"
"R11_f1HIMφ","GSM7660657","Public on Jul 26 2023","Jul 25 2023","Jul 26 2023","SRA","1","Hippocampus","Mus musculus","tissue: Hippocampus","cell type: Macrophages","pup id: 30","Sex: female","time after_hypoxia_(or_age-matching,_for_control): 1 day","treatment: Hypoxia","total RNA","RNeasy Micro Kit, Qiagen","Smart-seq2, Picelli et al. Nature 2014","10090","Hippocampal infiltrating macrophages age P10, 1 day after hypoxia","Reads were aligned using STAR 2.4.2a with default settings against Mus musculus reference genome (assembly mm10, without unplaced contigs).","Non-uniquely aligned reads were discarded from the alignment.","Reads per kilobase of gene per million mapped reads (RPKM) and read counts were generated using the python script rpkmforgenes (available at https://github.com/danielramskold/S3_species-specific_sequencing/) with settings -readcount -fulltranscript -mRNAnorm -rmnameoverlap -bothendceil and RefSeq gene annotation.","Assembly: mm10","Supplementary files format and content: tab-separated values, RPKM and read count","GPL13112","Daniel,,Ramsköld","daniel.ramskold@ki.se","Dept of Cell and Melecular Biology","Karolinska Institutet","Solnavägen 9","Solna","17165","Sweden","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","SRA: https://www.ncbi.nlm.nih.gov/sra?term=ERX11083137","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMEA114023774","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7660nnn/GSM7660657/suppl/GSM7660657_R11_f1HIMphage.tsv.gz","Macrophages","30","female","1 day","Hippocampus","Hypoxia"
"R12_f1HIMφ","GSM7660658","Public on Jul 26 2023","Jul 25 2023","Jul 26 2023","SRA","1","Hippocampus","Mus musculus","tissue: Hippocampus","cell type: Macrophages","pup id: 50","Sex: female","time after_hypoxia_(or_age-matching,_for_control): 1 day","treatment: Hypoxia","total RNA","RNeasy Micro Kit, Qiagen","Smart-seq2, Picelli et al. Nature 2014","10090","Hippocampal infiltrating macrophages age P10, 1 day after hypoxia","Reads were aligned using STAR 2.4.2a with default settings against Mus musculus reference genome (assembly mm10, without unplaced contigs).","Non-uniquely aligned reads were discarded from the alignment.","Reads per kilobase of gene per million mapped reads (RPKM) and read counts were generated using the python script rpkmforgenes (available at https://github.com/danielramskold/S3_species-specific_sequencing/) with settings -readcount -fulltranscript -mRNAnorm -rmnameoverlap -bothendceil and RefSeq gene annotation.","Assembly: mm10","Supplementary files format and content: tab-separated values, RPKM and read count","GPL13112","Daniel,,Ramsköld","daniel.ramskold@ki.se","Dept of Cell and Melecular Biology","Karolinska Institutet","Solnavägen 9","Solna","17165","Sweden","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","SRA: https://www.ncbi.nlm.nih.gov/sra?term=ERX11083138","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMEA114023775","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7660nnn/GSM7660658/suppl/GSM7660658_R12_f1HIMphage.tsv.gz","Macrophages","50","female","1 day","Hippocampus","Hypoxia"
"R4_m1HIMφ","GSM7660659","Public on Jul 26 2023","Jul 25 2023","Jul 26 2023","SRA","1","Hippocampus","Mus musculus","tissue: Hippocampus","cell type: Macrophages","pup id: 1","Sex: male","time after_hypoxia_(or_age-matching,_for_control): 1 day","treatment: Hypoxia","total RNA","RNeasy Micro Kit, Qiagen","Smart-seq2, Picelli et al. Nature 2014","10090","Hippocampal infiltrating macrophages age P10, 1 day after hypoxia","Reads were aligned using STAR 2.4.2a with default settings against Mus musculus reference genome (assembly mm10, without unplaced contigs).","Non-uniquely aligned reads were discarded from the alignment.","Reads per kilobase of gene per million mapped reads (RPKM) and read counts were generated using the python script rpkmforgenes (available at https://github.com/danielramskold/S3_species-specific_sequencing/) with settings -readcount -fulltranscript -mRNAnorm -rmnameoverlap -bothendceil and RefSeq gene annotation.","Assembly: mm10","Supplementary files format and content: tab-separated values, RPKM and read count","GPL13112","Daniel,,Ramsköld","daniel.ramskold@ki.se","Dept of Cell and Melecular Biology","Karolinska Institutet","Solnavägen 9","Solna","17165","Sweden","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","SRA: https://www.ncbi.nlm.nih.gov/sra?term=ERX11083139","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMEA114023776","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7660nnn/GSM7660659/suppl/GSM7660659_R4_m1HIMphage.tsv.gz","Macrophages","1","male","1 day","Hippocampus","Hypoxia"
"R5_m1HIMφ","GSM7660660","Public on Jul 26 2023","Jul 25 2023","Jul 26 2023","SRA","1","Hippocampus","Mus musculus","tissue: Hippocampus","cell type: Macrophages","pup id: 3","Sex: male","time after_hypoxia_(or_age-matching,_for_control): 1 day","treatment: Hypoxia","total RNA","RNeasy Micro Kit, Qiagen","Smart-seq2, Picelli et al. Nature 2014","10090","Hippocampal infiltrating macrophages age P10, 1 day after hypoxia","Reads were aligned using STAR 2.4.2a with default settings against Mus musculus reference genome (assembly mm10, without unplaced contigs).","Non-uniquely aligned reads were discarded from the alignment.","Reads per kilobase of gene per million mapped reads (RPKM) and read counts were generated using the python script rpkmforgenes (available at https://github.com/danielramskold/S3_species-specific_sequencing/) with settings -readcount -fulltranscript -mRNAnorm -rmnameoverlap -bothendceil and RefSeq gene annotation.","Assembly: mm10","Supplementary files format and content: tab-separated values, RPKM and read count","GPL13112","Daniel,,Ramsköld","daniel.ramskold@ki.se","Dept of Cell and Melecular Biology","Karolinska Institutet","Solnavägen 9","Solna","17165","Sweden","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","SRA: https://www.ncbi.nlm.nih.gov/sra?term=ERX11083140","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMEA114023777","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7660nnn/GSM7660660/suppl/GSM7660660_R5_m1HIMphage.tsv.gz","Macrophages","3","male","1 day","Hippocampus","Hypoxia"
"R6_m1HIMφ","GSM7660661","Public on Jul 26 2023","Jul 25 2023","Jul 26 2023","SRA","1","Hippocampus","Mus musculus","tissue: Hippocampus","cell type: Macrophages","pup id: 5","Sex: male","time after_hypoxia_(or_age-matching,_for_control): 1 day","treatment: Hypoxia","total RNA","RNeasy Micro Kit, Qiagen","Smart-seq2, Picelli et al. Nature 2014","10090","Hippocampal infiltrating macrophages age P10, 1 day after hypoxia","Reads were aligned using STAR 2.4.2a with default settings against Mus musculus reference genome (assembly mm10, without unplaced contigs).","Non-uniquely aligned reads were discarded from the alignment.","Reads per kilobase of gene per million mapped reads (RPKM) and read counts were generated using the python script rpkmforgenes (available at https://github.com/danielramskold/S3_species-specific_sequencing/) with settings -readcount -fulltranscript -mRNAnorm -rmnameoverlap -bothendceil and RefSeq gene annotation.","Assembly: mm10","Supplementary files format and content: tab-separated values, RPKM and read count","GPL13112","Daniel,,Ramsköld","daniel.ramskold@ki.se","Dept of Cell and Melecular Biology","Karolinska Institutet","Solnavägen 9","Solna","17165","Sweden","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","SRA: https://www.ncbi.nlm.nih.gov/sra?term=ERX11083141","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMEA114023778","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7660nnn/GSM7660661/suppl/GSM7660661_R6_m1HIMphage.tsv.gz","Macrophages","5","male","1 day","Hippocampus","Hypoxia"
"R21_f3HIMφ","GSM7660662","Public on Jul 26 2023","Jul 25 2023","Jul 26 2023","SRA","1","Hippocampus","Mus musculus","tissue: Hippocampus","cell type: Macrophages","pup id: 10","Sex: female","time after_hypoxia_(or_age-matching,_for_control): 3 days","treatment: Hypoxia","total RNA","RNeasy Micro Kit, Qiagen","Smart-seq2, Picelli et al. Nature 2014","10090","Hippocampal infiltrating macrophages age P12, 3 days after hypoxia","Reads were aligned using STAR 2.4.2a with default settings against Mus musculus reference genome (assembly mm10, without unplaced contigs).","Non-uniquely aligned reads were discarded from the alignment.","Reads per kilobase of gene per million mapped reads (RPKM) and read counts were generated using the python script rpkmforgenes (available at https://github.com/danielramskold/S3_species-specific_sequencing/) with settings -readcount -fulltranscript -mRNAnorm -rmnameoverlap -bothendceil and RefSeq gene annotation.","Assembly: mm10","Supplementary files format and content: tab-separated values, RPKM and read count","GPL13112","Daniel,,Ramsköld","daniel.ramskold@ki.se","Dept of Cell and Melecular Biology","Karolinska Institutet","Solnavägen 9","Solna","17165","Sweden","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","SRA: https://www.ncbi.nlm.nih.gov/sra?term=ERX11083142","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMEA114023779","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7660nnn/GSM7660662/suppl/GSM7660662_R21_f3HIMphage.tsv.gz","Macrophages","10","female","3 days","Hippocampus","Hypoxia"
"R27_f3HIMφ","GSM7660663","Public on Jul 26 2023","Jul 25 2023","Jul 26 2023","SRA","1","Hippocampus","Mus musculus","tissue: Hippocampus","cell type: Macrophages","pup id: 30","Sex: female","time after_hypoxia_(or_age-matching,_for_control): 3 days","treatment: Hypoxia","total RNA","RNeasy Micro Kit, Qiagen","Smart-seq2, Picelli et al. Nature 2014","10090","Hippocampal infiltrating macrophages age P12, 3 days after hypoxia","Reads were aligned using STAR 2.4.2a with default settings against Mus musculus reference genome (assembly mm10, without unplaced contigs).","Non-uniquely aligned reads were discarded from the alignment.","Reads per kilobase of gene per million mapped reads (RPKM) and read counts were generated using the python script rpkmforgenes (available at https://github.com/danielramskold/S3_species-specific_sequencing/) with settings -readcount -fulltranscript -mRNAnorm -rmnameoverlap -bothendceil and RefSeq gene annotation.","Assembly: mm10","Supplementary files format and content: tab-separated values, RPKM and read count","GPL13112","Daniel,,Ramsköld","daniel.ramskold@ki.se","Dept of Cell and Melecular Biology","Karolinska Institutet","Solnavägen 9","Solna","17165","Sweden","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","SRA: https://www.ncbi.nlm.nih.gov/sra?term=ERX11083143","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMEA114023780","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7660nnn/GSM7660663/suppl/GSM7660663_R27_f3HIMphage.tsv.gz","Macrophages","30","female","3 days","Hippocampus","Hypoxia"
"R22_f3HIMφ","GSM7660664","Public on Jul 26 2023","Jul 25 2023","Jul 26 2023","SRA","1","Hippocampus","Mus musculus","tissue: Hippocampus","cell type: Macrophages","pup id: 30","Sex: female","time after_hypoxia_(or_age-matching,_for_control): 3 days","treatment: Hypoxia","total RNA","RNeasy Micro Kit, Qiagen","Smart-seq2, Picelli et al. Nature 2014","10090","Hippocampal infiltrating macrophages age P12, 3 days after hypoxia","Reads were aligned using STAR 2.4.2a with default settings against Mus musculus reference genome (assembly mm10, without unplaced contigs).","Non-uniquely aligned reads were discarded from the alignment.","Reads per kilobase of gene per million mapped reads (RPKM) and read counts were generated using the python script rpkmforgenes (available at https://github.com/danielramskold/S3_species-specific_sequencing/) with settings -readcount -fulltranscript -mRNAnorm -rmnameoverlap -bothendceil and RefSeq gene annotation.","Assembly: mm10","Supplementary files format and content: tab-separated values, RPKM and read count","GPL13112","Daniel,,Ramsköld","daniel.ramskold@ki.se","Dept of Cell and Melecular Biology","Karolinska Institutet","Solnavägen 9","Solna","17165","Sweden","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","SRA: https://www.ncbi.nlm.nih.gov/sra?term=ERX11083144","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMEA114023781","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7660nnn/GSM7660664/suppl/GSM7660664_R22_f3HIMphage.tsv.gz","Macrophages","30","female","3 days","Hippocampus","Hypoxia"
"R26_f3HIMφ","GSM7660665","Public on Jul 26 2023","Jul 25 2023","Jul 26 2023","SRA","1","Hippocampus","Mus musculus","tissue: Hippocampus","cell type: Macrophages","pup id: 10","Sex: female","time after_hypoxia_(or_age-matching,_for_control): 3 days","treatment: Hypoxia","total RNA","RNeasy Micro Kit, Qiagen","Smart-seq2, Picelli et al. Nature 2014","10090","Hippocampal infiltrating macrophages age P12, 3 days after hypoxia","Reads were aligned using STAR 2.4.2a with default settings against Mus musculus reference genome (assembly mm10, without unplaced contigs).","Non-uniquely aligned reads were discarded from the alignment.","Reads per kilobase of gene per million mapped reads (RPKM) and read counts were generated using the python script rpkmforgenes (available at https://github.com/danielramskold/S3_species-specific_sequencing/) with settings -readcount -fulltranscript -mRNAnorm -rmnameoverlap -bothendceil and RefSeq gene annotation.","Assembly: mm10","Supplementary files format and content: tab-separated values, RPKM and read count","GPL13112","Daniel,,Ramsköld","daniel.ramskold@ki.se","Dept of Cell and Melecular Biology","Karolinska Institutet","Solnavägen 9","Solna","17165","Sweden","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","SRA: https://www.ncbi.nlm.nih.gov/sra?term=ERX11083145","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMEA114023782","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7660nnn/GSM7660665/suppl/GSM7660665_R26_f3HIMphage.tsv.gz","Macrophages","10","female","3 days","Hippocampus","Hypoxia"
"R28_f3HIMφ","GSM7660666","Public on Jul 26 2023","Jul 25 2023","Jul 26 2023","SRA","1","Hippocampus","Mus musculus","tissue: Hippocampus","cell type: Macrophages","pup id: 30","Sex: female","time after_hypoxia_(or_age-matching,_for_control): 3 days","treatment: Hypoxia","total RNA","RNeasy Micro Kit, Qiagen","Smart-seq2, Picelli et al. Nature 2014","10090","Hippocampal infiltrating macrophages age P12, 3 days after hypoxia","Reads were aligned using STAR 2.4.2a with default settings against Mus musculus reference genome (assembly mm10, without unplaced contigs).","Non-uniquely aligned reads were discarded from the alignment.","Reads per kilobase of gene per million mapped reads (RPKM) and read counts were generated using the python script rpkmforgenes (available at https://github.com/danielramskold/S3_species-specific_sequencing/) with settings -readcount -fulltranscript -mRNAnorm -rmnameoverlap -bothendceil and RefSeq gene annotation.","Assembly: mm10","Supplementary files format and content: tab-separated values, RPKM and read count","GPL13112","Daniel,,Ramsköld","daniel.ramskold@ki.se","Dept of Cell and Melecular Biology","Karolinska Institutet","Solnavägen 9","Solna","17165","Sweden","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","SRA: https://www.ncbi.nlm.nih.gov/sra?term=ERX11083146","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMEA114023783","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7660nnn/GSM7660666/suppl/GSM7660666_R28_f3HIMphage.tsv.gz","Macrophages","30","female","3 days","Hippocampus","Hypoxia"
"R18_m3HIMφ","GSM7660667","Public on Jul 26 2023","Jul 25 2023","Jul 26 2023","SRA","1","Hippocampus","Mus musculus","tissue: Hippocampus","cell type: Macrophages","pup id: 7","Sex: male","time after_hypoxia_(or_age-matching,_for_control): 3 days","treatment: Hypoxia","total RNA","RNeasy Micro Kit, Qiagen","Smart-seq2, Picelli et al. Nature 2014","10090","Hippocampal infiltrating macrophages age P12, 3 days after hypoxia","Reads were aligned using STAR 2.4.2a with default settings against Mus musculus reference genome (assembly mm10, without unplaced contigs).","Non-uniquely aligned reads were discarded from the alignment.","Reads per kilobase of gene per million mapped reads (RPKM) and read counts were generated using the python script rpkmforgenes (available at https://github.com/danielramskold/S3_species-specific_sequencing/) with settings -readcount -fulltranscript -mRNAnorm -rmnameoverlap -bothendceil and RefSeq gene annotation.","Assembly: mm10","Supplementary files format and content: tab-separated values, RPKM and read count","GPL13112","Daniel,,Ramsköld","daniel.ramskold@ki.se","Dept of Cell and Melecular Biology","Karolinska Institutet","Solnavägen 9","Solna","17165","Sweden","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","SRA: https://www.ncbi.nlm.nih.gov/sra?term=ERX11083147","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMEA114023784","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7660nnn/GSM7660667/suppl/GSM7660667_R18_m3HIMphage.tsv.gz","Macrophages","7","male","3 days","Hippocampus","Hypoxia"
"R16_m3HIMφ","GSM7660668","Public on Jul 26 2023","Jul 25 2023","Jul 26 2023","SRA","1","Hippocampus","Mus musculus","tissue: Hippocampus","cell type: Macrophages","pup id: 1","Sex: male","time after_hypoxia_(or_age-matching,_for_control): 3 days","treatment: Hypoxia","total RNA","RNeasy Micro Kit, Qiagen","Smart-seq2, Picelli et al. Nature 2014","10090","Hippocampal infiltrating macrophages age P12, 3 days after hypoxia","Reads were aligned using STAR 2.4.2a with default settings against Mus musculus reference genome (assembly mm10, without unplaced contigs).","Non-uniquely aligned reads were discarded from the alignment.","Reads per kilobase of gene per million mapped reads (RPKM) and read counts were generated using the python script rpkmforgenes (available at https://github.com/danielramskold/S3_species-specific_sequencing/) with settings -readcount -fulltranscript -mRNAnorm -rmnameoverlap -bothendceil and RefSeq gene annotation.","Assembly: mm10","Supplementary files format and content: tab-separated values, RPKM and read count","GPL13112","Daniel,,Ramsköld","daniel.ramskold@ki.se","Dept of Cell and Melecular Biology","Karolinska Institutet","Solnavägen 9","Solna","17165","Sweden","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","SRA: https://www.ncbi.nlm.nih.gov/sra?term=ERX11083148","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMEA114023785","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7660nnn/GSM7660668/suppl/GSM7660668_R16_m3HIMphage.tsv.gz","Macrophages","1","male","3 days","Hippocampus","Hypoxia"
